,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,jpg_url,predicted_breed
552,751950017322246144,2016-07-10 01:23:49 +0000,This is Lola. She's a surfing pupper. 13/10 magical af,13,10,Lola,1043,3366,https://pbs.twimg.com/media/CdDTJLMW4AEST--.jpg,blenheim spaniel
553,751937170840121344,2016-07-10 00:32:46 +0000,This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10,11,10,Ruby,1503,5698,https://pbs.twimg.com/media/CdDkEkHWwAAAeUJ.jpg,bernese mountain dog
554,751830394383790080,2016-07-09 17:28:29 +0000,This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to,12,10,Tucker,2190,6335,https://pbs.twimg.com/media/CdEbt0NXIAQH3Aa.jpg,golden retriever
555,751793661361422336,2016-07-09 15:02:31 +0000,This is Fred. He's having one heck of a summer. 11/10,11,10,Fred,3265,6396,https://pbs.twimg.com/media/CdElVm7XEAADP6o.jpg,chihuahua
556,751598357617971201,2016-07-09 02:06:27 +0000,This is Toby. A cat got his tongue. 13/10 adorable af,13,10,Toby,3382,8588,https://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg,lakeland terrier
557,751538714308972544,2016-07-08 22:09:27 +0000,This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af,10,10,Max,1420,5481,https://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,golden retriever
558,751251247299190784,2016-07-08 03:07:09 +0000,This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert,10,10,Gilbert,6569,13613,https://pbs.twimg.com/media/CdJnJ1dUEAARNcf.jpg,whippet
560,751132876104687617,2016-07-07 19:16:47 +0000,This is Cooper. He's just so damn happy. 10/10 what's your secret puppo?,10,10,Cooper,1459,5550,https://pbs.twimg.com/media/CdM2xRpXEAUsR4k.jpg,toy poodle
561,750719632563142656,2016-07-06 15:54:42 +0000,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af,12,10,Meyer,5645,14435,https://pbs.twimg.com/ext_tw_video_thumb/708026062568087553/pu/img/rNhylAwIfb6YthGu.jpg,malinois
562,750506206503038976,2016-07-06 01:46:38 +0000,This is Malcolm. He's absolutely terrified of heights. 8/10 hang in there pupper,8,10,Malcolm,1286,4859,https://pbs.twimg.com/media/CdO1u9vWAAApj2V.jpg,staffordshire bullterrier
563,750429297815552001,2016-07-05 20:41:01 +0000,This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10,12,10,Arnie,4843,14375,https://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg,norwich terrier
564,750383411068534784,2016-07-05 17:38:41 +0000,This is Zoe. She was trying to stealthily take a picture of you but you just noticed. 9/10 not so sneaky pupper,9,10,Zoe,1281,4944,https://pbs.twimg.com/media/CdPJUWIWIAAIchl.jpg,french bulldog
565,750132105863102464,2016-07-05 01:00:05 +0000,This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af,11,10,Stewie,1413,3944,https://pbs.twimg.com/media/CdSWcc1XIAAXc6H.jpg,pug
566,750117059602808832,2016-07-05 00:00:18 +0000,This is Calvin. He just loves America so much. 10/10 would roll around in flag with,10,10,Calvin,1444,4692,https://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg,chihuahua
569,750056684286914561,2016-07-04 20:00:23 +0000,This is Jameson. He had a few too many in the name of freedom. I can't not respect that. 11/10 'Merica,11,10,Jameson,994,3400,https://pbs.twimg.com/media/CdYzwuYUIAAHPkB.jpg,golden retriever
570,750041628174217216,2016-07-04 19:00:33 +0000,This is Beau. He's trying to keep his daddy from packing to leave for Annual Training. 13/10 and now I'm crying,13,10,Beau,691,3455,https://pbs.twimg.com/media/CdZI_bpWEAAm1fs.jpg,eskimo dog
572,749996283729883136,2016-07-04 16:00:22 +0000,This is Bo. He emanates happiness. 12/10 I could cut the freedom with a knife,12,10,Bo,902,3292,https://pbs.twimg.com/media/CddvvSwWoAUObQw.jpg,siberian husky
573,749981277374128128,2016-07-04 15:00:45 +0000,This is Atticus. He's quite simply America af. 1776/10,1776,10,Atticus,2739,5557,https://pbs.twimg.com/media/CdeUKpcWoAAJAWJ.jpg,borzoi
574,749774190421639168,2016-07-04 01:17:51 +0000,This is Lucy. She's a Benebop Cumberplop. 12/10 would hold against my face,12,10,Lucy,1478,5057,https://pbs.twimg.com/media/CdecUSzUIAAHCvg.jpg,chihuahua
575,749417653287129088,2016-07-03 01:41:06 +0000,This is Finn. He's the most unphotogenic pupper of all time. 11/10,11,10,Finn,1875,6637,https://pbs.twimg.com/media/Cdese-zWEAArIqE.jpg,labrador retriever
577,749395845976588288,2016-07-03 00:14:27 +0000,This is George. He just remembered that bees are dying globally at an alarming rate. Scary stuff George. 10/10,10,10,George,3887,9362,https://pbs.twimg.com/media/Cdh4pgAW0AEKJ_a.jpg,maltese dog
578,749317047558017024,2016-07-02 19:01:20 +0000,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with,12,10,Blu,2470,5981,https://pbs.twimg.com/media/Cdi3-f7W8AUOm9T.jpg,cocker spaniel
579,749075273010798592,2016-07-02 03:00:36 +0000,This is Boomer. He's self-baptizing. Other doggo not ready to renounce sins. 11/10 spiritually awakened af,11,10,Boomer,2316,6271,https://pbs.twimg.com/media/CdjaSFCWAAAJZh3.jpg,golden retriever
581,749036806121881602,2016-07-02 00:27:45 +0000,This is Dietrich. He hops at random. Other doggos don't understand him. It upsets him greatly. 8/10 would comfort,8,10,Dietrich,877,3375,https://pbs.twimg.com/media/CdnnZhhWAAEAoUc.jpg,chihuahua
586,748568946752774144,2016-06-30 17:28:39 +0000,This is Cora. She rings a bell for treats. 12/10 precious af (vid by @skyehellenkamp),12,10,Cora,756,2378,https://pbs.twimg.com/media/Cdtk414WoAIUG0v.jpg,old english sheepdog
589,748324050481647620,2016-06-30 01:15:31 +0000,This is Duke. He permanently looks like he just tripped over something. 11/10,11,10,Duke,857,4027,https://pbs.twimg.com/media/CdzETn4W4AAVU5N.jpg,soft-coated wheaten terrier
594,747844099428986880,2016-06-28 17:28:22 +0000,This is Huxley. He's pumped for #BarkWeek. Even has a hat. Ears are quite magical. 11/10 would remove hat to pat,11,10,Huxley,836,3041,https://pbs.twimg.com/media/Cd9Fn5QUMAAYMT4.jpg,pembroke
595,747648653817413632,2016-06-28 04:31:44 +0000,This is Keurig. He apparently headbutts other dogs to greet them. Not cool Keurig. So fluffy tho 12/10 ,12,10,Keurig,6513,14009,https://pbs.twimg.com/media/CeCVGEbUYAASeY4.jpg,dingo
596,747600769478692864,2016-06-28 01:21:27 +0000,This is Bookstore and Seaweed. Bookstore is tired and Seaweed is an asshole. 10/10 and 7/10 respectively,10,10,Bookstore,611,2523,https://pbs.twimg.com/media/CeCfMPDW0AAAEUj.jpg,lakeland terrier
597,747439450712596480,2016-06-27 14:40:26 +0000,This is Linus. He just wanted to say hello but no one's paying attention. 12/10 (vid by @rebeccacollinzz),12,10,Linus,2157,5903,https://pbs.twimg.com/media/CeHWFksXIAAyypp.jpg,shih-tzu
598,747219827526344708,2016-06-27 00:07:44 +0000,This is Atticus. He's remaining calm but his costume looks terrified. 11/10,11,10,Atticus,1763,5718,https://pbs.twimg.com/media/CeHg1klW8AE4YOB.jpg,labrador retriever
602,746757706116112384,2016-06-25 17:31:25 +0000,This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af,11,10,Maddie,4352,10359,https://pbs.twimg.com/media/CeaLlAPUMAIcC7U.jpg,great pyrenees
605,746507379341139972,2016-06-25 00:56:43 +0000,This is Shiloh. She did not pass the soft mouth egg test. 10/10 would absolutely still pet,10,10,Shiloh,1212,5031,https://pbs.twimg.com/media/Cekj0qwXEAAHcS6.jpg,labrador retriever
607,746131877086527488,2016-06-24 00:04:36 +0000,This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away,10,10,Gustav,2460,7464,https://pbs.twimg.com/media/CemIBt4WwAQqhVV.jpg,soft-coated wheaten terrier
608,746056683365994496,2016-06-23 19:05:49 +0000,This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers,11,10,Arlen,918,3852,https://pbs.twimg.com/media/CemOGNjWQAEoN7R.jpg,collie
609,745789745784041472,2016-06-23 01:25:06 +0000,This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need,10,10,Gus,1190,4373,https://pbs.twimg.com/media/CerKYG8WAAM1aE-.jpg,norfolk terrier
610,745433870967832576,2016-06-22 01:50:58 +0000,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around,10,10,Lenox,2840,7710,https://pbs.twimg.com/media/CewKKiOWwAIe3pR.jpg,great pyrenees
612,745074613265149952,2016-06-21 02:03:25 +0000,This is Jeffrey. He wasn't prepared to execute such advanced barkour. Still 11/10 would totally pet,11,10,Jeffrey,3919,8482,https://pbs.twimg.com/media/CeznK6IWEAEFUPq.jpg,chihuahua
613,745057283344719872,2016-06-21 00:54:33 +0000,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom,12,10,Oliver,2551,7836,https://pbs.twimg.com/media/Cez49UqWsAIRQXc.jpg,chihuahua
614,744995568523612160,2016-06-20 20:49:19 +0000,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo,9,10,Abby,703,3239,https://pbs.twimg.com/media/Ce1oLNqWAAE34w7.jpg,west highland white terrier
615,744709971296780288,2016-06-20 01:54:27 +0000,This is Harvey. He's stealthy af. 10/10 would do my best to pet,10,10,Harvey,1735,6063,https://pbs.twimg.com/media/Ce6b4MPWwAA22Xm.jpg,golden retriever
616,744334592493166593,2016-06-19 01:02:50 +0000,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy,11,10,Blanket,2383,7326,https://pbs.twimg.com/media/Ce6qZC2WAAAcSoI.jpg,staffordshire bullterrier
619,743980027717509120,2016-06-18 01:33:55 +0000,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face,11,10,Geno,1215,4497,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,golden retriever
622,743595368194129920,2016-06-17 00:05:25 +0000,This is Harold. He looks slippery af. Probably difficult to hug. Would still try tho. 7/10 great with kids I bet,7,10,Harold,7315,19988,https://pbs.twimg.com/media/CfKYfeBXIAAopp2.jpg,malinois
624,743510151680958465,2016-06-16 18:26:48 +0000,"This is Beya. She doesn't want to swim, so she's not going to. 13/10 nonconforming af (vid by @HappyTailsResor)",13,10,Beya,4114,8559,https://pbs.twimg.com/media/CfN23ArXEAEkZkz.jpg,golden retriever
625,743253157753532416,2016-06-16 01:25:36 +0000,"This is Kilo. He cannot reach the snackum. Nifty tongue, but not nifty enough. 10/10 maybe one day puppo",10,10,Kilo,1346,4560,https://pbs.twimg.com/media/CfTLUYWXEAEkyES.jpg,miniature pinscher
628,742528092657332225,2016-06-14 01:24:27 +0000,This is Maxaroni. He's pumped as hell for the summer. Been working on his beach bod for so long. 10/10,10,10,Maxaroni,2208,4817,https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg,malamute
630,742385895052087300,2016-06-13 15:59:24 +0000,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil,11,10,Phil,2224,7361,https://pbs.twimg.com/media/Cfh7j6CWQAAndTd.jpg,badger
631,742161199639494656,2016-06-13 01:06:33 +0000,This is Doug. He's trying to float away. 12/10 you got this Doug,12,10,Doug,1528,4696,https://pbs.twimg.com/media/CfjE5FRXEAErFWR.jpg,maltese dog
632,742150209887731712,2016-06-13 00:22:53 +0000,This is Edmund. He sends stellar selfies. Cute af. 8/10 would totally snapchat with this pupper,8,10,Edmund,1743,5578,https://pbs.twimg.com/media/CfkG_PMWsAAH0MZ.jpg,labrador retriever
635,741438259667034112,2016-06-11 01:13:51 +0000,This is Tucker. He's still figuring out couches. 9/10 keep your head up pup,9,10,Tucker,929,3973,https://pbs.twimg.com/media/CfpNGTHUIAAA8XC.jpg,golden retriever
636,741303864243200000,2016-06-10 16:19:48 +0000,This is Theodore. He just saw an adult wearing crocs. Did him a frighten. Lost other ear back in nam. 12/10 hero af,12,10,Theodore,3591,9504,https://pbs.twimg.com/media/CfuVGl3WEAEKb16.jpg,dandie dinmont
637,741099773336379392,2016-06-10 02:48:49 +0000,This is Ted. He's given up. 11/10 relatable af,11,10,Ted,6147,10845,https://pbs.twimg.com/media/Cfuba6NW4AIeMHk.jpg,golden retriever
638,740995100998766593,2016-06-09 19:52:53 +0000,This is Leo. He's a vape god. Blows o's for days. Probably drives a Subaru. Definitely owns multiple fedoras. 10/10,10,10,Leo,3097,6926,https://pbs.twimg.com/media/CfxcKU6W8AE-wEx.jpg,malamute
639,740699697422163968,2016-06-09 00:19:04 +0000,This is Chip. He only mowed half the yard. 8/10 quit the shit Chip we have other things to do,8,10,Chip,869,3065,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg,golden retriever
642,740359016048689152,2016-06-08 01:45:19 +0000,This is Chase. He's in a predicament. 9/10 help is on the way buddy,9,10,Chase,949,3569,https://pbs.twimg.com/media/Cf9W1J-UMAErahM.jpg,pembroke
644,739979191639244800,2016-06-07 00:36:02 +0000,This is Nollie. She's waving at you. If you don't wave back you're a monster. She's also portable as hell. 12/10,12,10,Nollie,6582,21593,https://pbs.twimg.com/media/CgC1WqMW4AI1_N0.jpg,newfoundland
646,739844404073074688,2016-06-06 15:40:26 +0000,This is Simba. He's the grand prize. The trophy is just for participation. 12/10 would pet so damn well,12,10,Simba,942,4088,https://pbs.twimg.com/media/CgGCvxAUkAAx55r.jpg,samoyed
651,738885046782832640,2016-06-04 00:08:17 +0000,This is Charles. He's a Nova Scotian Towel Pouncer. Deadly af. Nifty tongue slip. 11/10 would pet with caution,11,10,Charles,1262,4073,https://pbs.twimg.com/media/Cgva-QqUUAA7Hv9.jpg,samoyed
652,738537504001953792,2016-06-03 01:07:16 +0000,This is Bayley. She fell asleep trying to escape her evil fence enclosure. 11/10 night night puppo,11,10,Bayley,1734,5503,https://pbs.twimg.com/media/CgxUTS_XEAAC0pv.jpg,boxer
655,738166403467907072,2016-06-02 00:32:39 +0000,This is Axel. He's a professional leaf catcher. 12/10 gifted af,12,10,Axel,3783,9499,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg,german short-haired pointer
656,738156290900254721,2016-06-01 23:52:28 +0000,This is Storkson. He's wet and sad. 10/10 cheer up pup,10,10,Storkson,738,2739,https://pbs.twimg.com/media/Cg-o3w0WgAANXdv.jpg,golden retriever
657,737826014890496000,2016-06-01 02:00:04 +0000,This is Remy. He has some long ass ears (probably magical). Also very proud of broken stick. 10/10 such a good boy,10,10,Remy,1970,5680,https://pbs.twimg.com/media/ChJO9YaWYAEL0zC.jpg,boxer
658,737800304142471168,2016-06-01 00:17:54 +0000,This is Bella. She's ubering home after a few too many drinks. 10/10 socially conscious af,10,10,Bella,3838,10796,https://pbs.twimg.com/media/ChKDKmIWIAIJP_e.jpg,chow
666,735991953473572864,2016-05-27 00:32:10 +0000,This is Maxaroni. He's curly af. Also rather fabulous. 11/10 would hug well,11,10,Maxaroni,1273,3885,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,great pyrenees
668,735635087207878657,2016-05-26 00:54:06 +0000,This is Dakota. He hasn't grow into his skin yet. 11/10 would squeeze softly,11,10,Dakota,2617,6685,https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg,cocker spaniel
670,735256018284875776,2016-05-24 23:47:49 +0000,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo,8,10,Kellogg,976,3630,https://pbs.twimg.com/media/ChqK2cVWMAAE5Zj.jpg,newfoundland
672,734776360183431168,2016-05-23 16:01:50 +0000,This is Livvie. Someone should tell her it's been 47 years since Woodstock. Magical eyes tho 11/10 would stare into,11,10,Livvie,603,2705,https://pbs.twimg.com/media/Ch0LVPdW0AEdHgU.jpg,saint bernard
674,733828123016450049,2016-05-21 01:13:53 +0000,This is Terry. The harder you hug him the farther his tongue sticks out. 10/10 magical af,10,10,Terry,863,3874,https://pbs.twimg.com/media/Ch3hOGWUYAE7w0y.jpg,maltese dog
676,733460102733135873,2016-05-20 00:51:30 +0000,This is Hermione. Her face is as old as time. Appears fluffy af tho. 11/10 pretty damn majestic,11,10,Hermione,1427,4543,https://pbs.twimg.com/media/CiDap8fWEAAC4iW.jpg,kelpie
678,732375214819057664,2016-05-17 01:00:32 +0000,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly,11,10,Kyle,2790,8720,https://pbs.twimg.com/media/CiL_qh0W0AAu5VA.jpg,eskimo dog
679,732005617171337216,2016-05-16 00:31:53 +0000,This is Larry. He has no self control. Tongue still nifty af tho 11/10,11,10,Larry,6051,16105,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,american staffordshire terrier
681,730573383004487680,2016-05-12 01:40:42 +0000,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper,10,10,Rooney,2394,5316,https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg,english setter
682,730211855403241472,2016-05-11 01:44:07 +0000,This is Ziva. She doesn't know how her collar works. 11/10 would totally fix for her,11,10,Ziva,1160,4122,https://pbs.twimg.com/media/Ciqq-VFUUAANlWm.jpg,staffordshire bullterrier
683,730196704625098752,2016-05-11 00:43:55 +0000,This is Charles. He's camera shy. Tail longer than average. Doesn't look overwhelmingly fluffy. 6/10 would still pet,6,10,Charles,2134,5270,https://pbs.twimg.com/media/CisqdVcXEAE3iW7.jpg,pomeranian
684,729823566028484608,2016-05-10 00:01:12 +0000,This is Stefan. He's a downright remarkable pup. 13/10,13,10,Stefan,1375,4305,https://pbs.twimg.com/media/Ci3GDeyUoAAKOxn.jpg,chow
687,728986383096946689,2016-05-07 16:34:32 +0000,"This is Puff. He started out on the streets (first pic), but don't let the new smile fool you, still tough af. 11/10",11,10,Puff,901,3415,https://pbs.twimg.com/media/Ci8UxxcW0AYgHDh.jpg,beagle
689,728751179681943552,2016-05-07 00:59:55 +0000,This is Flurpson. He can't believe it's not butter. 10/10,10,10,Flurpson,746,3005,https://pbs.twimg.com/media/CjJ9gQ1WgAAXQtJ.jpg,golden retriever
690,728653952833728512,2016-05-06 18:33:34 +0000,This is Coleman. Somebody needs to tell him that he's sitting in chairs wrong. 8/10,8,10,Coleman,1155,3569,https://pbs.twimg.com/media/CjLuzPvUoAAbU5k.jpg,maltese dog
691,728409960103686147,2016-05-06 02:24:02 +0000,This is Wallace. He's a skater pup. He said see ya later pup. Can easily do a kick flip. Gnarly af. 10/10 v petable,10,10,Wallace,2228,5300,https://pbs.twimg.com/media/CjO7OfeWgAAUQy-.jpg,walker hound
692,728387165835677696,2016-05-06 00:53:27 +0000,"This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10",12,10,Enchilada,1056,3947,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,staffordshire bullterrier
694,728015554473250816,2016-05-05 00:16:48 +0000,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af,11,10,Rueben,1208,4417,https://pbs.twimg.com/media/CjWMezdW0AErwU3.jpg,pembroke
695,727685679342333952,2016-05-04 02:26:00 +0000,This is Cilantro. She's a Fellation Gadzooks. Eyes are super magical af. 12/10 could get lost in,12,10,Cilantro,700,3158,https://pbs.twimg.com/media/CjbExRKUoAAs089.jpg,cocker spaniel
699,726935089318363137,2016-05-02 00:43:25 +0000,This is Sprout. He's just precious af. 12/10 I'd do anything for Sprout,12,10,Sprout,2707,7407,https://pbs.twimg.com/media/CjvvHBwUoAE55WZ.jpg,samoyed
700,726887082820554753,2016-05-01 21:32:40 +0000,This is Blitz. He's a new dad struggling to cope mentally with the pressures of being a father. Sick shades 10/10,10,10,Blitz,1662,4133,https://pbs.twimg.com/media/CjzC2oGWYAAyIfG.jpg,pembroke
701,726828223124897792,2016-05-01 17:38:46 +0000,This is Bloop. He's a Phoenician Winnebago. Tongue is just wow. That box is all he has (tragic). 12/10 would caress,12,10,Bloop,1114,3821,https://pbs.twimg.com/media/Cj0xdMBVAAEbDHp.jpg,malamute
703,725842289046749185,2016-04-29 00:21:01 +0000,This is Colby. He's currently regretting all those times he shook your hand for an extra treat. 12/10,12,10,Colby,2922,7592,https://pbs.twimg.com/media/Cj51Oj3VAAEVe4O.jpg,pug
705,725729321944506368,2016-04-28 16:52:08 +0000,This is Lola. She's a Butternut Splishnsplash. They are known to be ferocious af. 12/10 would absolutely still pet,12,10,Lola,1968,5578,https://pbs.twimg.com/media/Cj6O1G9UYAAIU-1.jpg,bedlington terrier
707,724983749226668032,2016-04-26 15:29:30 +0000,This is Fred-Rick. He dabbles in parkour. The elevation gives him power. 12/10 hopefully visiting a mailbox near you,12,10,Fred,1438,3985,https://pbs.twimg.com/media/Cj_P7rSUgAAYQbz.jpg,chow
709,724049859469295616,2016-04-24 01:38:33 +0000,This is Kreggory. He just took a look at his student debt. 10/10 can't even comprehend it,10,10,Kreggory,1953,4668,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,eskimo dog
710,724046343203856385,2016-04-24 01:24:35 +0000,"This is Sarge. Not even he knows what his tongue is doing, but it's pretty damn spectacular. 10/10",10,10,Sarge,610,2861,https://pbs.twimg.com/media/CkMuP7SWkAAD-2R.jpg,walker hound
711,724004602748780546,2016-04-23 22:38:43 +0000,This is Luther. He saw a ghost. Spooked af. 11/10 hang in there pupper,11,10,Luther,1757,4503,https://pbs.twimg.com/media/CkNjahBXAAQ2kWo.jpg,labrador retriever
712,723912936180330496,2016-04-23 16:34:28 +0000,This is Sugar. She's a Bolivian Superfloof. Spherical af. 12/10 would never let go of,12,10,Sugar,1353,4181,https://pbs.twimg.com/media/CkOb3FXW0AAUL_U.jpg,blenheim spaniel
713,723688335806480385,2016-04-23 01:41:59 +0000,This is Reginald. He starts screaming at random. 12/10 cuddly af,12,10,Reginald,3285,8319,https://pbs.twimg.com/media/CkR0jrhWYAALL5N.jpg,toy poodle
714,723673163800948736,2016-04-23 00:41:42 +0000,This is Ivar. She is a badass Viking warrior. Will sack your village. 10/10 savage af,10,10,Ivar,988,3249,https://pbs.twimg.com/media/CkTFEe-W0AA90m1.jpg,redbone
715,723179728551723008,2016-04-21 16:00:57 +0000,This is Jangle. She's addicted to broccoli. It's the only thing she cares about. Tragic af. 8/10 get help pup,8,10,Jangle,2072,5693,https://pbs.twimg.com/media/CkTvJTdXAAAEfbT.jpg,irish water spaniel
718,721001180231503872,2016-04-15 15:44:11 +0000,This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10,11,10,Oliver,681,2716,https://pbs.twimg.com/media/CkZVdJ6WYAAXZ5A.jpg,golden retriever
719,720785406564900865,2016-04-15 01:26:47 +0000,This is Archie. He hears everything you say. Doesn't matter where you are. 12/10,12,10,Archie,852,3356,https://pbs.twimg.com/media/Ckdpx5KWsAANF6b.jpg,wombat
721,720389942216527872,2016-04-13 23:15:21 +0000,This is Ralphé. He patrols the lake. Looking for babes. 11/10,11,10,Ralph,2784,6891,https://pbs.twimg.com/media/CkiLHCjUUAAPwUr.jpg,malamute
722,720340705894408192,2016-04-13 19:59:42 +0000,This is Derek. He just got balled on. Can't even get up. Poor thing. 10/10 hang in there pupper,10,10,Derek,1079,3083,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,golden retriever
723,720059472081784833,2016-04-13 01:22:10 +0000,This is Charleson. He lost his plunger. Looked everywhere. Can't find it. So sad. 9/10 would comfort,9,10,Charleson,1251,4179,https://pbs.twimg.com/media/Ckmj7mNWYAA4NzZ.jpg,chihuahua
724,720043174954147842,2016-04-13 00:17:25 +0000,This is Neptune. He's a Snowy Swiss Mountain Floofapolis. Cheeky wink. Tongue nifty af. 11/10 would pet so firmly,11,10,Neptune,2211,5270,https://pbs.twimg.com/media/CkoeKTPWYAAcWmo.jpg,chesapeake bay retriever
726,719704490224398336,2016-04-12 01:51:36 +0000,This is Clyde. He's making sure you're having a good train ride. 12/10 great pupper,12,10,Clyde,1606,4905,https://pbs.twimg.com/media/CkthBj7WgAAsIGb.jpg,kuvasz
728,719332531645071360,2016-04-11 01:13:34 +0000,This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10,11,10,Pippa,1052,3667,https://pbs.twimg.com/media/Ck2d7tJWUAEPTL3.jpg,pug
730,718613305783398402,2016-04-09 01:35:37 +0000,This is Carper. He's a Tortellini Angiosperm. In desperate need of a petting. 11/10 would hug softly,11,10,Carper,531,2628,https://pbs.twimg.com/media/ClB09z0WYAAA1jz.jpg,kuvasz
732,718234618122661888,2016-04-08 00:30:51 +0000,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood,11,10,Suki,1109,4156,https://pbs.twimg.com/media/ClHUkhQWAAAy7Yj.jpg,weimaraner
733,717841801130979328,2016-04-06 22:29:56 +0000,This is Barclay. His father was a banana. 11/10 appeeling af,11,10,Barclay,658,2629,https://pbs.twimg.com/media/ClLZU8LWQAAsOxV.jpg,dalmatian
736,717428917016076293,2016-04-05 19:09:17 +0000,This is Skittle. He's trying to communicate. 11/10 solid effort,11,10,Skittle,503,1719,https://pbs.twimg.com/media/ClRoXGwWIAEVVzc.jpg,samoyed
737,717421804990701568,2016-04-05 18:41:02 +0000,This is Ebby. She's a Zimbabwean Feta. Embarrassed by ridiculously squishy face. 9/10 would squeeze softly,9,10,Ebby,932,3393,https://pbs.twimg.com/media/ClW9w7mWEAEFN1k.jpg,shetland sheepdog
738,717047459982213120,2016-04-04 17:53:31 +0000,This is Flávio (pronounced Baxter). He's a Benesnoop Cumberdog. Super rare. Symmetrical. 12/10 would pet so well,12,10,Fl,2106,6740,https://pbs.twimg.com/media/ClarNU8VAAEDrDt.jpg,toy poodle
739,717009362452090881,2016-04-04 15:22:08 +0000,This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper,10,10,Smokey,1085,3522,https://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg,old english sheepdog
740,716802964044845056,2016-04-04 01:41:58 +0000,This is Link. He struggles with couches. 10/10 would assist,10,10,Link,1296,4586,https://pbs.twimg.com/media/Clb5pLJWMAE-QS1.jpg,shetland sheepdog
742,716285507865542656,2016-04-02 15:25:47 +0000,This is Stephanus. She stays woke. 12/10,12,10,Stephanus,1202,2999,https://pbs.twimg.com/media/ClmT0KHWkAAXbhy.jpg,pekinese
744,715928423106027520,2016-04-01 15:46:52 +0000,This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively,11,10,Bubbles,973,3444,https://pbs.twimg.com/media/ClrK-rGWAAENcAa.jpg,chow
747,715704790270025728,2016-04-01 00:58:13 +0000,This is Bentley. He gives kisses back. 11/10 precious af (vid by @emmaallen25),11,10,Bentley,623,3015,https://pbs.twimg.com/media/ClzoJz7WYAELHSf.jpg,golden retriever
749,715360349751484417,2016-03-31 02:09:32 +0000,This is Bertson. He just wants to say hi. 11/10 would boop nose,11,10,Bertson,1739,5879,https://pbs.twimg.com/media/Cl1s1p7WMAA44Vk.jpg,pembroke
750,715220193576927233,2016-03-30 16:52:36 +0000,This is Nico. His selfie game is strong af. Excellent use of a sneaky tongue slip. 10/10 star material,10,10,Nico,727,2590,https://pbs.twimg.com/media/Cl4-pevXEAAb8VW.jpg,labrador retriever
